sentence,label
most haunting about  fence  is its conclusion  when we hear the ultimate fate of these girls and realize  much to our dismay  that this really did happen  ,1
how firsttime director kevin donovan managed to find something new to add to the canon of chan ,1
there s an admirable rigor to jimmy s relentless anger  and to the script s refusal of a happy ending  but ,1
i have returned from the beyond to warn you : this movie is 90 minutes long  and life is too short  ,0
human nature is a goofball movie  in the way that malkovich was  but it tries too hard  ,1
the most memorable moment was when green threw medical equipment at a window ; not because it was particularly funny  but because i had a serious urge to grab the old lady at the end of my aisle s walker and toss it at the screen in frustration  ,0
deuces wild is an encyclopedia of cliches that shoplifts shamelessly from farewelltoinnocence movies like the wanderers and a bronx tale without cribbing any of their intelligence  ,0
there may have been a good film in  trouble every day   but it is not what is on the screen  ,0
picture that at the very least has a spark of life to it  more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch  ,1
wisely decided to let crocodile hunter steve irwin do what he does best  and fashion a story around him  ,1
may be captivated  as i was  by its moods  and by its subtly transformed star  and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear ,1
would nt have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head ,0
a realistically terrifying movie that puts another notch in the belt of the long list of renegadecop tales ,1
the film s strength is nt in its details  but in the larger picture it paints  of a culture in conflict with itself  with the thin veneer of nationalism that covers our deepest  mediasoaked fears  ,1
 about as exciting to watch as two lastplace basketball teams playing one another on the final day of the season  ,0
there is a certain sense of experimentation and improvisation to this film that may not always work  but ,0
inclination to make the most sincere and artful movie in which adam sandler will probably ever appear ,1
one of the most original american productions this year  you ll find yourself remembering this refreshing visit to a sunshine state  ,1
 while it may not rival the filmmaker s period pieces  is still very much worth seeing ,1
at its best  which occurs often  michael moore s bowling for columbine rekindles the muckraking  soulsearching spirit of the  are we a sick society ?  ,1
 however  having sucked dry the undead action flick formula  blade ii mutates into a grossout monster movie with effects that are more silly than scary  ,0
switch to a mix of the shining  the thing  and any naked teenagers horror flick from the 1980s ,0
a dashing and resourceful hero ; a lisping  reptilian villain ; big fights ; big hair ; lavish period scenery ; and ,1
imagine  if possible  a pasolini film without passion or politics  or an almodovar movie without beauty or humor  ,0
in any case  i would recommend big bad love only to winger fans who have missed her since 1995 s forget paris  ,0
of why animation is such a perfect medium for children  because of the way it allows the mind to enter and accept another world ,1
the subtitled costume drama is set in a remote african empire before cell phones  guns  and the internal combustion engine ,1
what can be gleaned from this threehour endurance test built around an hour s worth of actual material ,0
